City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Sillamae,EE,59.3997,27.7547,27.1,91,100,12.12,light snow
480,Atasu,KZ,48.6814,71.6433,13.8,66,12,7.76,few clouds
481,Tacuarembo,UY,-31.7333,-55.9833,65.44,96,100,7.29,overcast clouds
482,Boali,CF,4.8005,18.1275,82.27,36,99,3.33,overcast clouds
483,Mount Isa,AU,-20.7333,139.5,76.77,31,40,10.36,scattered clouds
484,Mirnyy,RU,62.5353,113.9611,-16.37,100,69,3.15,broken clouds
485,Rafraf,TN,37.1904,10.1837,48.51,73,100,20.74,overcast clouds
486,Anapskaya,RU,44.89,37.38,57.43,88,40,15.66,scattered clouds
487,Amposta,ES,40.7131,0.581,47.03,63,97,32.3,overcast clouds
488,Kampene,CD,-3.6,26.6667,69.69,96,99,2.66,light rain
489,Puerto Narino,CO,-3.7703,-70.3831,89.55,64,100,2.57,overcast clouds
490,Abu Kamal,SY,34.4506,40.9171,64.89,42,6,7.9,clear sky
491,Port Keats,AU,-14.25,129.55,81.07,73,100,1.34,overcast clouds
492,Henties Bay,NA,-22.116,14.2845,60.84,89,0,7.63,clear sky
493,Ossora,RU,59.2353,163.0719,31.03,99,100,8.97,snow
494,Viransehir,TR,37.2353,39.7631,53.42,73,5,5.66,clear sky
495,Kempsey,AU,-31.0833,152.8333,62.28,89,100,2.48,overcast clouds
496,Regina,CA,50.4501,-104.6178,39.2,80,90,17.27,overcast clouds
497,Berlin,DE,52.5244,13.4105,30.22,100,20,3.44,fog
498,Huancavelica,PE,-12.7667,-74.9833,44.11,63,100,1.86,overcast clouds
499,Mountain Home,US,43.133,-115.6912,44.08,81,1,12.66,clear sky
500,Kikwit,CD,-5.041,18.8162,72.01,92,34,1.66,scattered clouds
501,Baleshwar,IN,21.4942,86.9317,65.34,54,50,5.03,scattered clouds
502,Huarmey,PE,-10.0681,-78.1522,72.21,75,84,10.76,broken clouds
503,Petropavlivka,UA,48.4564,36.4367,49.14,98,100,7.54,overcast clouds
504,Arman,RU,59.7,150.1667,12.29,95,100,5.88,light snow
505,Takoradi,GH,4.8845,-1.7554,80.71,80,99,6.35,overcast clouds
506,Lander,US,42.833,-108.7307,45.41,57,1,3.44,clear sky
507,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,67,97,4.97,overcast clouds
508,Ghanzi,BW,-21.5667,21.7833,74.82,58,86,6.2,overcast clouds
509,Sikasso,ML,10.9167,-7.0,84.04,21,13,3.4,few clouds
510,Monrovia,LR,6.3005,-10.7969,83.97,75,18,7.65,few clouds
511,Challans,FR,46.8436,-1.8749,39.4,80,29,7.45,scattered clouds
512,Pirai Do Sul,BR,-24.5261,-49.9486,81.77,38,100,5.19,overcast clouds
513,Witu,KE,-2.3889,40.4382,82.56,84,91,6.24,overcast clouds
514,Belaya Gora,RU,68.5333,146.4167,-28.84,100,100,1.61,overcast clouds
515,Sembe,CG,1.6481,14.5806,78.17,61,97,1.14,overcast clouds
516,Dublin,US,37.7021,-121.9358,59.65,67,1,3.44,clear sky
517,Burnie,AU,-41.0667,145.9167,47.98,89,6,5.82,clear sky
518,Akyab,MM,20.15,92.9,74.52,69,100,6.71,overcast clouds
519,Wamba,NG,8.9333,8.6,77.65,26,61,3.29,broken clouds
520,Karachi,PK,24.9056,67.0822,67.82,34,0,4.61,haze
521,Palmas Bellas,PA,9.2319,-80.0867,82.31,89,100,9.28,overcast clouds
522,Gornozavodsk,RU,58.3758,58.3211,25.99,94,100,11.16,light snow
523,Matviyivka,UA,47.0747,35.1444,51.53,98,100,11.7,overcast clouds
524,Kirakira,SB,-10.4544,161.9205,79.88,82,92,5.19,overcast clouds
525,Iberia,US,29.9502,-91.7507,60.87,59,1,5.75,clear sky
526,Lakatoro,VU,-16.0999,167.4164,80.08,79,1,6.6,clear sky
527,Mutare,ZW,-18.9707,32.6709,63.09,71,0,4.0,clear sky
528,Ust-Ishim,RU,57.6935,71.1665,17.65,90,100,6.15,overcast clouds
529,Kasongo-Lunda,CD,-6.4667,16.8167,69.98,95,100,1.36,overcast clouds
530,Tigzirt,DZ,36.8886,4.1198,51.67,66,62,21.56,broken clouds
531,Aktau,KZ,43.65,51.2,41.58,46,67,11.3,broken clouds
532,Port Hedland,AU,-20.3167,118.5667,75.25,73,63,0.0,broken clouds
533,Dongkan,CN,33.9997,119.8308,54.25,87,100,4.7,overcast clouds
534,Padang,ID,-0.9492,100.3543,75.25,86,89,1.88,overcast clouds
535,Manturovo,RU,58.3353,44.7619,35.38,98,100,10.22,overcast clouds
536,Nelson Bay,AU,-32.7167,152.15,60.85,76,100,6.11,overcast clouds
537,Balotra,IN,25.8333,72.2333,72.43,27,4,6.76,clear sky
538,Saint Anthony,US,45.0205,-93.218,37.72,41,1,9.22,clear sky
539,Akropong,GH,5.9746,-0.0854,77.95,78,72,4.61,broken clouds
540,Shache,CN,38.4167,77.2406,29.73,37,17,3.65,few clouds
541,Vila Velha,BR,-20.3297,-40.2925,73.35,88,75,27.63,mist
542,Yulara,AU,-25.2406,130.9889,64.24,36,0,8.05,clear sky
543,Coihaique,CL,-45.5752,-72.0662,59.61,63,75,6.91,light intensity shower rain
544,Waddan,LY,29.1614,16.139,79.03,19,100,12.17,overcast clouds
545,Bontang,ID,0.1333,117.5,75.6,89,100,8.19,overcast clouds
546,Navolato,MX,24.7672,-107.6944,82.58,39,100,5.19,overcast clouds
547,Taoudenni,ML,22.6783,-3.9836,71.28,19,2,8.52,clear sky
548,Pangnirtung,CA,66.1451,-65.7125,26.6,59,90,16.11,overcast clouds
549,Birzai,LT,56.2,24.75,29.89,95,100,5.1,overcast clouds
550,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.72,71,75,13.2,broken clouds
551,Kivsharivka,UA,49.6213,37.7036,44.73,94,100,7.43,overcast clouds
552,Nacala,MZ,-14.5428,40.6728,76.39,72,93,7.85,overcast clouds
553,San Jeronimo,PE,-11.9472,-75.2829,56.35,67,99,4.74,overcast clouds
554,Myitkyina,MM,25.3833,97.4,58.3,69,9,2.46,clear sky
555,Ibotirama,BR,-12.1853,-43.2206,86.63,51,57,7.61,broken clouds
556,Svetlogorsk,BY,52.6333,29.7333,39.51,95,100,8.99,overcast clouds
557,Vangaindrano,MG,-23.35,47.6,67.32,66,100,2.48,overcast clouds
558,Gondanglegi,ID,-7.7479,112.0132,75.49,85,100,2.89,light rain
559,Bushehr,IR,28.9684,50.8385,69.89,64,0,9.22,clear sky
560,Dejen,ET,10.1667,38.1333,56.32,47,58,8.12,broken clouds
561,Talakan,RU,50.3167,130.3667,14.4,94,100,6.85,light snow
562,Lahaina,US,20.8783,-156.6825,75.2,75,4,11.01,clear sky
563,Takapau,NZ,-40.0333,176.35,59.5,87,39,1.63,scattered clouds
564,Pingdingshan,CN,33.7385,113.3012,46.02,80,2,2.84,clear sky
565,Knysna,ZA,-34.0363,23.0471,66.58,86,93,7.65,overcast clouds
566,Katsuura,JP,35.1333,140.3,48.31,55,1,1.5,clear sky
567,Sibolga,ID,1.7427,98.7792,74.64,89,100,2.3,overcast clouds
568,Panjab,AF,34.388,67.0233,25.88,85,7,1.32,clear sky
569,Quatre Cocos,MU,-20.2078,57.7625,77.11,72,3,5.39,clear sky
570,Chara,RU,56.9064,118.2631,-12.51,81,100,0.92,overcast clouds
571,Kieta,PG,-6.2167,155.6333,78.71,84,100,0.34,light rain
572,San Andres,CO,12.5847,-81.7006,80.62,83,75,16.11,light intensity drizzle
573,Dawei,MM,14.0833,98.2,71.15,80,34,6.67,scattered clouds
574,Oytal,KZ,42.9057,73.2697,32.25,61,15,4.38,few clouds
575,Guerrero Negro,MX,27.9769,-114.0611,76.24,36,0,5.06,clear sky
576,Male,MV,4.1748,73.5089,82.35,78,75,14.97,broken clouds
577,Komsomolskiy,UZ,40.4272,71.7189,34.52,86,16,4.61,mist
578,Mabaruma,GY,8.2,-59.7833,83.57,70,100,6.33,overcast clouds
579,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,68,40,24.16,scattered clouds
580,Cuamba,MZ,-14.8031,36.5372,74.59,54,0,5.64,clear sky
581,Porto Seguro,BR,-16.4497,-39.0647,82.92,74,40,18.41,scattered clouds
582,Thinadhoo,MV,0.5333,72.9333,82.08,72,62,16.62,broken clouds
583,Nampula,MZ,-15.1165,39.2666,75.15,64,0,12.66,clear sky
584,Meulaboh,ID,4.1363,96.1285,74.68,91,100,3.94,moderate rain
585,Nebolchi,RU,59.1239,33.3454,15.75,99,97,0.96,overcast clouds
586,Santa Marta,CO,11.2408,-74.199,84.54,71,99,11.16,overcast clouds
587,Eseka,CM,3.65,10.7667,74.82,92,98,1.16,light rain
588,Hervey Bay,AU,-25.2986,152.8535,71.71,88,52,14.81,broken clouds
589,Tshikapa,CD,-6.4167,20.8,70.77,94,53,1.48,broken clouds
590,Touros,BR,-5.1989,-35.4608,88.7,67,50,12.71,scattered clouds
591,Bagan,RU,54.1001,77.6646,11.23,93,100,7.27,overcast clouds
592,Gari,RU,59.4307,62.3497,26.83,87,100,12.8,overcast clouds
593,Gizo,SB,-8.103,156.8419,82.08,78,95,8.55,light rain
594,Ranibennur,IN,14.6167,75.6167,68.68,91,99,11.23,overcast clouds
595,Menongue,AO,-14.6585,17.691,65.95,89,90,4.16,light rain
596,Phonhong,LA,18.5007,102.4166,66.49,91,72,2.51,broken clouds
597,Faya,SA,18.3851,42.4509,64.51,36,0,6.42,clear sky
598,Mugla,TR,37.2303,28.3557,54.27,72,100,7.14,overcast clouds
599,Mecca,SA,21.4267,39.8261,80.62,56,0,3.94,clear sky
600,Sale,MA,34.0389,-6.8166,53.62,76,40,0.0,scattered clouds
601,Gornopravdinsk,RU,60.05,69.9,24.75,91,100,9.08,overcast clouds
602,San Policarpo,PH,12.1791,125.5072,80.73,83,99,11.5,overcast clouds
603,Miramar,US,25.9873,-80.2323,77.02,53,1,6.91,clear sky
604,Livingston,GB,55.9029,-3.5226,32.18,80,0,1.14,clear sky
605,Kassala,SD,15.451,36.4,83.84,48,6,16.82,clear sky
606,Umm Lajj,SA,25.0213,37.2685,82.85,50,0,9.17,clear sky
607,Fortuna,US,40.5982,-124.1573,52.14,75,46,4.47,scattered clouds
608,Nisia Floresta,BR,-6.0911,-35.2086,88.61,60,44,11.39,scattered clouds
609,Yar-Sale,RU,66.8333,70.8333,-9.76,96,100,7.83,overcast clouds
610,Ivdel,RU,60.6911,60.4206,25.68,88,100,6.38,overcast clouds
611,Kirovskiy,RU,45.0917,133.5136,22.39,89,32,5.66,scattered clouds
612,Glace Bay,CA,46.1969,-59.957,41.45,56,40,17.27,scattered clouds
613,Stokmarknes,NO,68.5646,14.9108,26.58,86,75,3.44,light snow
614,General Higinio Morinigo,PY,-25.95,-55.9167,68.9,93,100,4.47,overcast clouds
615,Dong Hoi,VN,17.4833,106.6,68.13,87,100,13.82,overcast clouds
616,Chenzhou,CN,25.8,113.0333,51.85,89,2,1.39,clear sky
617,Blagoyevo,RU,63.3667,47.9167,18.91,96,100,3.98,light snow
618,Kalevala,RU,65.2,31.1667,4.77,99,92,2.42,overcast clouds
619,Tabou,CI,4.423,-7.3528,79.38,81,17,5.41,few clouds
620,Bodden Town,KY,19.2833,-81.25,84.2,61,20,12.66,few clouds
621,Santa Rosa,PH,14.3122,121.1114,78.78,88,100,7.14,overcast clouds
622,Wylie,US,33.0151,-96.5389,62.71,45,1,9.22,clear sky
623,Leonidovo,RU,49.2833,142.8667,21.58,91,94,3.58,overcast clouds
624,Koumac,NC,-20.5667,164.2833,78.48,79,93,1.92,overcast clouds
625,Tanggu,CN,39.0211,117.6469,39.16,76,66,3.78,broken clouds
626,Pokhara,NP,28.2333,83.9833,56.35,55,2,5.59,clear sky
627,Jamtara,IN,23.95,86.8,65.46,60,19,5.35,few clouds
628,Carolina,PR,18.3808,-65.9574,85.89,67,40,14.97,scattered clouds
629,Bubaque,GW,11.2833,-15.8333,83.53,71,38,13.67,scattered clouds
630,Poya,NC,-21.35,165.15,77.77,81,100,3.62,overcast clouds
631,Aktanysh,RU,55.7216,54.0829,29.73,95,100,14.32,light snow
632,Kollam,IN,8.8833,76.6,75.07,92,100,11.5,overcast clouds
633,Mtwara,TZ,-10.2667,40.1833,79.93,78,20,11.5,few clouds
634,Mwinilunga,ZM,-11.7358,24.4293,61.43,93,47,1.72,light rain
635,Morgan City,US,29.6994,-91.2068,59.0,88,1,3.44,clear sky
636,Samoylovka,RU,51.184,43.7081,41.04,96,98,7.16,overcast clouds
637,Russell,US,32.3502,-85.1999,54.63,37,75,8.05,broken clouds
638,Kitob,UZ,39.0843,66.8332,41.58,57,7,1.14,clear sky
639,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.97,71,90,2.75,overcast clouds
640,Marsh Harbour,BS,26.5412,-77.0636,72.57,63,99,2.86,overcast clouds
641,Aasiaat,GL,68.7098,-52.8699,16.0,73,99,17.49,overcast clouds
642,Moose Factory,CA,51.2585,-80.6094,21.2,79,90,2.3,light snow
643,Guadalupe Y Calvo,MX,26.1,-106.9667,62.11,28,15,1.43,few clouds
644,Camacha,PT,33.0833,-16.3333,60.22,67,40,9.22,scattered clouds
645,North Bend,US,43.4065,-124.2243,55.31,94,90,5.75,mist
646,Madang,PG,-5.2246,145.7966,75.92,90,87,3.58,overcast clouds
647,Kedrovyy,RU,56.1667,91.8167,21.61,93,100,13.02,light snow
648,Krizevci,HR,46.0219,16.5425,40.59,94,100,6.42,overcast clouds
649,Kholm-Zhirkovskiy,RU,55.5189,33.4731,32.11,93,100,5.12,overcast clouds
650,Hobyo,SO,5.3505,48.5268,81.48,78,16,15.37,few clouds
651,Payakumbuh,ID,-0.2202,100.6308,68.38,97,99,3.98,overcast clouds
652,Ubinskoye,RU,55.3068,79.6802,12.9,96,100,7.99,overcast clouds
653,Kazerun,IR,29.6195,51.6541,59.49,54,40,1.43,scattered clouds
654,Kuito,AO,-12.3833,16.9333,61.2,93,100,2.01,light rain
655,Sembakung,ID,3.8167,117.25,75.13,100,100,2.44,overcast clouds
656,Cedar City,US,37.6775,-113.0619,45.57,36,1,3.44,clear sky
657,Karonga,MW,-9.9333,33.9333,77.45,69,15,2.44,light rain
658,Lahat,ID,-3.8,103.5333,73.09,78,96,1.83,overcast clouds
659,Half Moon Bay,US,37.4636,-122.4286,60.71,77,1,0.0,clear sky
660,Umba,RU,66.6871,34.3429,4.26,95,19,5.1,few clouds
661,May Pen,JM,17.9645,-77.2451,87.01,53,65,2.93,broken clouds
662,Asau,RO,46.4333,26.4,45.52,78,100,3.44,overcast clouds
663,Wageningen,NL,51.9667,5.6667,35.8,100,90,1.14,fog
664,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,77,75,3.51,broken clouds
665,Port Shepstone,ZA,-30.7414,30.455,71.42,89,0,4.12,clear sky
666,Brunico,IT,46.7958,11.9364,32.18,91,100,4.12,light snow
667,Aksarka,RU,66.5606,67.7975,-8.07,97,100,3.87,overcast clouds
668,Ust-Maya,RU,60.4167,134.5333,-2.33,97,100,5.14,overcast clouds
669,Tevaitoa,PF,-16.7833,-151.5,81.1,75,100,10.4,overcast clouds
670,Dekar,BW,-21.5333,21.9333,75.92,55,93,5.06,overcast clouds
671,Bratsk,RU,56.1325,101.6142,14.49,84,100,13.58,overcast clouds
672,Bilibino,RU,68.0546,166.4372,-6.36,99,95,3.71,overcast clouds
673,Sept-Iles,CA,50.2001,-66.3821,32.52,64,75,11.5,broken clouds
674,Hvide Sande,DK,56.0045,8.1294,36.18,83,100,10.04,overcast clouds
675,Teya,RU,60.3778,92.6267,21.13,84,80,12.62,light snow
676,La Rioja,ES,42.25,-2.5,33.58,98,100,13.38,overcast clouds
677,Dawson Creek,CA,55.7666,-120.2362,44.24,65,1,21.85,clear sky
678,Pandan,PH,14.0453,124.1694,79.27,89,100,10.56,light rain
679,Bonthe,SL,7.5264,-12.505,80.44,79,6,6.76,clear sky
680,Sangar,RU,63.9242,127.4739,-7.02,99,100,0.76,overcast clouds
681,Lyubytino,RU,58.8122,33.3922,23.38,96,100,1.28,overcast clouds
682,Muzambinho,BR,-21.3758,-46.5256,85.08,46,2,10.38,clear sky
683,Saint-Paul,RE,-21.0096,55.2707,77.11,87,15,3.06,few clouds
684,Kutulik,RU,53.3508,102.7839,14.67,95,100,4.29,overcast clouds
685,Gusau,NG,12.1628,6.6614,80.11,15,100,8.32,overcast clouds
686,Nuevo Progreso,MX,23.1667,-97.95,68.5,80,98,12.66,overcast clouds
687,Kang,BW,-23.6752,22.7876,76.89,49,41,14.2,scattered clouds
688,Inverell,AU,-29.7833,151.1167,56.88,96,15,4.92,few clouds
689,Ibra,OM,22.6906,58.5334,68.45,43,0,0.87,clear sky
690,Khvorostyanka,RU,52.6096,48.9597,33.67,96,100,9.64,overcast clouds
691,Natitingou,BJ,10.3042,1.3796,82.45,17,100,3.83,overcast clouds
692,Portland,US,45.5234,-122.6762,60.78,82,75,6.91,broken clouds
693,Taltal,CL,-25.4,-70.4833,66.97,64,26,5.97,scattered clouds
694,Nouakchott,MR,18.0858,-15.9785,80.53,33,99,16.58,overcast clouds
695,Belem,BR,-1.4558,-48.5044,73.44,94,75,12.66,broken clouds
696,Lincoln,US,40.8,-96.667,50.38,46,1,6.91,clear sky
697,Bougouni,ML,11.417,-7.479,83.8,20,8,3.42,clear sky
698,Kantemirovka,RU,49.7089,39.8592,43.99,94,100,7.27,overcast clouds
699,Wangou,CN,42.0623,126.9127,23.86,93,53,5.46,light snow
700,Hokitika,NZ,-42.7167,170.9667,61.38,79,100,2.42,overcast clouds
701,Kamarion,GR,36.8,25.8167,62.02,82,100,20.98,overcast clouds
702,Biltine,TD,14.5333,20.9167,80.17,14,6,7.9,clear sky
703,Jiuquan,CN,39.7432,98.5174,18.0,66,0,4.36,clear sky
704,Sachin,IN,21.0833,72.8833,76.89,47,33,6.91,smoke
705,Cairns,AU,-16.9167,145.7667,75.15,94,40,1.14,scattered clouds
706,Strezhevoy,RU,60.7333,77.5889,15.78,96,100,3.51,overcast clouds
707,Benguela,AO,-12.5763,13.4055,76.73,79,100,10.2,overcast clouds
708,Cicero Dantas,BR,-10.6,-38.3833,73.62,86,100,14.88,light rain
709,Gejiu,CN,23.306,103.1635,42.46,96,12,2.37,few clouds
710,Oyem,GA,1.5995,11.5793,73.22,72,82,1.63,broken clouds
711,Thunder Bay,CA,48.4001,-89.3168,31.98,55,75,13.8,broken clouds
712,Gidam,IN,18.9833,81.4,63.25,68,91,2.53,overcast clouds
713,Krasnaya Gora,RU,52.9995,31.6023,37.31,95,100,10.69,overcast clouds
714,Tomatlan,MX,19.9333,-105.25,89.87,41,52,6.91,broken clouds
715,Ixtapa,MX,20.7,-105.2,83.43,54,75,2.3,broken clouds
716,Yerbogachen,RU,61.2767,108.0108,-7.82,100,100,2.04,overcast clouds
717,Raudeberg,NO,61.9875,5.1352,27.27,41,100,5.97,overcast clouds
718,Okitipupa,NG,6.5047,4.7839,77.83,89,95,3.0,overcast clouds
